codigo_entidad,ine_coberturaNeta_1,ine_coberturaNeta_2,ine_coberturaNeta_3,ine_tasaDesercion_1,ine_tasaDesercion_2,ine_tasaDesercion_3,ine_tasaRepitencia_1,ine_tasaRepitencia_2,ine_tasaRepitencia_3,ine_tasaAnalfabetismo_3,ine_porcentajeAsistencia_3,ine_pruebaLecturaMatematicas_1,ine_pruebaLecturaMatematicas_2,ine_pruebaLecturaMatematicas_3,ine_pruebaLecturaCritica_1,ine_pruebaLecturaCritica_2,ine_pruebaLecturaCritica_3
15224,6928,6901,8242.5,76,217.5,176,136.5,96.5,119.5,493,7180,5123.5,5151.5,5233,5001,5212.5,5106
15226,7920,8282,7990,187,252.5,79.5,0,0,0,833,7857,5187,5618.5,5425,5205.5,5483.5,5306
15232,6812,6644.5,7094,68,70,37,5,22.5,6,972,6613,4695.5,4736,4814,4483,4839.5,4704
15236,8608.5,8783.5,8466,393.5,482,263.5,394.5,300,320,810,7064,4645,4643,5095,4508.5,4879.5,5140
15238,9569,9744.5,10074,173.5,162,139.5,606.5,603,311,227,7906,5688,5759,5845,5430,5712,5780
15244,7633,7683.5,8605,151,214.5,216,141,62.5,175.5,722,7284,5242,5333.5,5602,4964,5232,5388
15248,8860,8631.5,8809,231.5,259,171,161,192.5,50.5,611,7335,4983,5230,5200,4805.5,5046.5,5170
15272,7216.5,7428.5,7075.5,73,93.5,122,69.5,24,66.5,542,8086,5283.5,5361.5,5737,5191,5368,5527
15276,6668,6147,7420.5,130,177,39,24.5,0,10,896,7592,5392.5,5586.5,5551,5128,5446,5438
15293,10466,11014.5,10715,97.5,116,195.5,0,7.5,8.5,902,7977,5301,4932,4792,5028,4855,4566
15296,7823,8171,8704.5,198.5,177.5,126.5,476,260.5,89.5,719,7494,5073,5405,4968,4937,5290.5,4926
15299,7285,7221,7973,282,197.5,238,77,77.5,81,478,7421,5450,5512,5416,5307.5,5472,5456
15317,8355,8346,7623,32.5,72,59,138.5,17.5,20,742,6532,4905.5,4974.5,4935,4862.5,5132,5085
15322,10169,10381.5,10064.5,181,272.5,218.5,23,66,38,511,7554,5083.5,5263.5,5212,4898.5,5308.5,5270
15325,7157.5,7197,8089.5,143.5,172.5,143,0,9,112,1039,7722,4953.5,5312.5,5245,4934,5191.5,5258
15332,3495.5,3546.5,5181,93.5,135,84,0,0,0,1894,7995,4979.5,4896,5386,4784,4969,5347
15362,6905.5,7358.5,9071.5,386,309,292.5,384.5,310,681,444,8251,5342.5,5865.5,6386,5233.5,5648,5921
15367,7579,7242.5,7625.5,80,123,48.5,30.5,35.5,24,1031,7705,5045,5373.5,5042,4908,5208,5088
15368,7973,8539.5,9290,233.5,338.5,210.5,0,0,6.5,1440,6805,4443.5,4335.5,5167,4430,4693.5,4841
15377,5369,5483.5,7497,445.5,497,166,0,185,248.5,1577,7651,5152,4983,5118,4855,4967,5006
15380,9333.5,9553,8544,33,80.5,126,207.5,240,63.5,895,7500,5057.5,5393.5,5271,5065.5,5349.5,5189
15401,5912.5,5527.5,7520,256,254.5,74.5,149,186,0,1397,7963,4973,4604,5083,5020,4750,5092
15403,9381.5,9680,9402,194.5,179.5,310,574.5,0,21.5,700,7411,5126,5628.5,5174,4918.5,5530.5,5221
15407,8580.5,8810.5,9614.5,109.5,130,230.5,53,118.5,106.5,352,6844,5257.5,5576.5,5493,5088.5,5394,5416
15425,7157,6909,6937,355,263.5,212.5,324,71.5,0,928,7548,5053,4982.5,5132,4934.5,5109.5,5194
15442,6602,5943.5,7033.5,191,364.5,224,197.5,110,104,1506,7585,4823,4932.5,4865,4657,5047,4959
15455,7990.5,7789,8099.5,144.5,247,255.5,69,39.5,105,730,7479,5306,5554,5653,5173.5,5485,5626
15464,8042,8181,8436,159,277,201,92.5,67.5,46,754,7110,4887,5035.5,4735,4732.5,4973,4667
15466,8056,7872.5,8971,201.5,148.5,170,86.5,65,39,737,7055,5535.5,5325,5115,5115,5237.5,5020
15469,9209.5,9269,9126,270.5,320.5,231,67,79.5,97,862,7236,5116,5234,5205,4949.5,5272,5212
